drive,xmission,fuelType,classId,id,make,year,hp,torque
Front-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2012 Toyota Sienna SE,Toyota,2012,266,245
Front-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2012 Toyota Sienna XLE,Toyota,2012,266,245
All-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2012 Toyota Sienna XLE AWD,Toyota,2012,266,245
Front-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2012 Toyota Sienna XLE Mobility Auto Access,Toyota,2012,266,245
Front-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2012 Toyota Sienna Limited,Toyota,2012,266,245
All-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2012 Toyota Sienna Limited AWD,Toyota,2012,266,245
All-wheel drive,8 Speed Automatic Select Shift,Gasoline,Automatic transmission,2012 Audi A5 Cabriolet 2.0 T Quattro,Audi,2012,211,258
All-wheel drive,8 Speed Automatic Select Shift,Gasoline,Automatic transmission,2012 Audi A8 L,Audi,2012,372,328
All-wheel drive,8 Speed Automatic Select Shift,Gasoline,Automatic transmission,2012 Audi A8,Audi,2012,372,328
All-wheel drive,8 Speed Automatic Select Shift,Gasoline,Automatic transmission,2012 Audi A8 W12,Audi,2012,500,463
All-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2012 Audi TT RS,Audi,2012,360,343
Front-wheel drive,5 Speed Manual,Gasoline,Manual transmission,2012 Honda Accord LX Sedan,Honda,2012,177,161
Front-wheel drive,5 Speed Automatic,Gasoline,Automatic transmission,2012 Honda Accord LX Sedan AT,Honda,2012,177,161
Front-wheel drive,5 Speed Automatic,Gasoline,Automatic transmission,2012 Honda Accord LX-P Sedan,Honda,2012,177,161
Front-wheel drive,5 Speed Automatic,Gasoline,Automatic transmission,2012 Honda Accord SE Sedan,Honda,2012,177,161
Front-wheel drive,5 Speed Manual,Gasoline,Manual transmission,2012 Honda Accord EX Sedan,Honda,2012,190,162
Front-wheel drive,5 Speed Automatic,Gasoline,Automatic transmission,2012 Honda Accord EX Sedan AT,Honda,2012,190,162
Front-wheel drive,5 Speed Automatic,Gasoline,Automatic transmission,2012 Honda Accord EX-L V-6 Sedan,Honda,2012,271,254
Front-wheel drive,5 Speed Automatic,Gasoline,Automatic transmission,2012 Honda Accord EX-L Sedan,Honda,2012,190,162
Front-wheel drive,5 Speed Automatic,Gasoline,Automatic transmission,2012 Honda Accord EX V-6 Sedan,Honda,2012,271,254
Front-wheel drive,5 Speed Manual,Gasoline,Manual transmission,2012 Honda Accord LX-S Coupe,Honda,2012,190,162
Front-wheel drive,5 Speed Automatic,Gasoline,Automatic transmission,2012 Honda Accord LX-S Coupe AT,Honda,2012,190,162
All-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2012 Lexus RX 350 AWD,Lexus,2012,270,248
Front-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2012 Lexus RX 350 FWD,Lexus,2012,270,248
Front-wheel drive,5 Speed Manual,Gasoline,Manual transmission,2012 Honda Accord EX Coupe,Honda,2012,190,162
Front-wheel drive,5 Speed Automatic,Gasoline,Automatic transmission,2012 Honda Accord EX Coupe AT,Honda,2012,190,162
Front-wheel drive,5 Speed Automatic,Gasoline,Automatic transmission,2012 Honda Accord EX-L Coupe,Honda,2012,190,162
Front-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2012 Honda Accord EX-L V6 Coupe,Honda,2012,271,251
Front-wheel drive,5 Speed Automatic,Gasoline,Automatic transmission,2012 Honda Accord EX-L V6 Coupe AT,Honda,2012,271,254
Rear-wheel drive,7 Speed Automatic Select Shift,Gasoline,Automatic transmission,2012 Infiniti G37 Convertible,Infiniti,2012,325,267
Rear-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2012 Infiniti G37 Convertible Sport 6MT,Infiniti,2012,325,267
Rear-wheel drive,7 Speed Automatic Select Shift,Gasoline,Automatic transmission,2012 Infiniti IPL G Coupe,Infiniti,2012,348,276
Rear-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2012 Infiniti IPL G Coupe 6MT,Infiniti,2012,348,276
Rear-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2012 Lexus LFA,Lexus,2012,552,354
Rear-wheel drive,7 Speed Automatic Select Shift,Gasoline,Automatic transmission,2012 Infiniti EX35,Infiniti,2012,297,253
All-wheel drive,7 Speed Automatic Select Shift,Gasoline,Automatic transmission,2012 Infiniti EX35 AWD,Infiniti,2012,297,253
Rear-wheel drive,7 Speed Automatic Select Shift,Gasoline,Automatic transmission,2012 Infiniti EX35 Journey,Infiniti,2012,297,253
All-wheel drive,7 Speed Automatic Select Shift,Gasoline,Automatic transmission,2012 Infiniti EX35 Journey AWD,Infiniti,2012,297,253
Rear-wheel drive,7 Speed Automatic Select Shift,Gasoline,Automatic transmission,2012 Infiniti FX35,Infiniti,2012,303,262
All-wheel drive,7 Speed Automatic Select Shift,Gasoline,Automatic transmission,2012 Infiniti FX35 AWD,Infiniti,2012,303,262
All-wheel drive,7 Speed Automatic Select Shift,Gasoline,Automatic transmission,2012 Infiniti FX50 AWD,Infiniti,2012,390,369
Rear-wheel drive,7 Speed Automatic Select Shift,Gasoline,Automatic transmission,2012 Infiniti QX56 2WD,Infiniti,2012,400,413
Four-wheel drive,7 Speed Automatic Select Shift,Gasoline,Automatic transmission,2012 Infiniti QX56 4WD,Infiniti,2012,400,413
Rear-wheel drive,5 Speed Automatic,E85,Automatic transmission,2012 Dodge Durango SXT,Dodge,2012,290,260
All-wheel drive,5 Speed Automatic,E85,Automatic transmission,2012 Dodge Durango SXT AWD,Dodge,2012,290,260
Rear-wheel drive,5 Speed Automatic,Gasoline,Automatic transmission,2012 Dodge Durango Crew,Dodge,2012,290,260
Rear-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2012 Dodge Durango Crew V8,Dodge,2012,360,390
All-wheel drive,5 Speed Automatic,Gasoline,Automatic transmission,2012 Dodge Durango Crew AWD,Dodge,2012,290,260
All-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2012 Dodge Durango Crew V8 AWD,Dodge,2012,360,390
Rear-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2012 Dodge Durango R/T,Dodge,2012,360,390
All-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2012 Dodge Durango R/T AWD,Dodge,2012,360,390
Rear-wheel drive,5 Speed Automatic,E85,Automatic transmission,2012 Dodge Durango Citadel,Dodge,2012,290,260
Rear-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2012 Dodge Durango Citadel V8,Dodge,2012,360,390
All-wheel drive,5 Speed Automatic,Gasoline,Automatic transmission,2012 Dodge Durango Citadel AWD,Dodge,2012,290,260
All-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2012 Dodge Durango Citadel AWD V8,Dodge,2012,360,390
Four-wheel drive,5 Speed Automatic,Gasoline,Automatic transmission,2012 Grand Cherokee SRT8 4x4,Grand Cherokee,2012,465,465
Rear-wheel drive,5 Speed Automatic,Gasoline,Automatic transmission,2012 Grand Cherokee Laredo 4x2,Grand Cherokee,2012,290,260
Rear-wheel drive,5 Speed Automatic,Gasoline,Automatic transmission,2012 Grand Cherokee Limited 4x2,Grand Cherokee,2012,290,260
Rear-wheel drive,5 Speed Automatic,E85,Automatic transmission,2012 Grand Cherokee Laredo X 4x2,Grand Cherokee,2012,290,260
Four-wheel drive,5 Speed Automatic,Gasoline,Automatic transmission,2012 Grand Cherokee Limited 4x4,Grand Cherokee,2012,290,260
Four-wheel drive,5 Speed Automatic,Gasoline,Automatic transmission,2012 Grand Cherokee Overland Summit 4x4,Grand Cherokee,2012,290,260
Four-wheel drive,5 Speed Automatic,Gasoline,Automatic transmission,2012 Grand Cherokee Laredo 4x4,Grand Cherokee,2012,290,260
Rear-wheel drive,5 Speed Automatic,Gasoline,Automatic transmission,2012 Grand Cherokee Overland Summit 4x2,Grand Cherokee,2012,290,260
Four-wheel drive,5 Speed Automatic,E85,Automatic transmission,2012 Grand Cherokee Laredo X 4x4,Grand Cherokee,2012,290,260
Rear-wheel drive,5 Speed Automatic Select Shift,Gasoline,Automatic transmission,2012 Toyota 4Runner SR5,Toyota,2012,270,278
Rear-wheel drive,5 Speed Automatic Select Shift,Gasoline,Automatic transmission,2012 Toyota 4Runner SR5 4x4,Toyota,2012,270,278
Rear-wheel drive,5 Speed Automatic Select Shift,Gasoline,Automatic transmission,2012 Toyota 4Runner Trail,Toyota,2012,270,278
Rear-wheel drive,5 Speed Automatic Select Shift,Gasoline,Automatic transmission,2012 Toyota 4Runner Limited,Toyota,2012,270,278
Rear-wheel drive,5 Speed Automatic Select Shift,Gasoline,Automatic transmission,2012 Toyota 4Runner Limited 4x4,Toyota,2012,270,278
Front-wheel drive,5 Speed Manual,Gasoline,Manual transmission,2012 Mazda Mazda2 Sport,Mazda,2012,100,98
Front-wheel drive,5 Speed Manual,Gasoline,Manual transmission,2012 Mazda Mazda2 Touring,Mazda,2012,100,98
Front-wheel drive,4 Speed Automatic,Gasoline,Automatic transmission,2012 Mazda Mazda2 Sport AT,Mazda,2012,100,98
Front-wheel drive,4 Speed Automatic,Gasoline,Automatic transmission,2012 Mazda Mazda2 Touring AT,Mazda,2012,100,98
Rear-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2012 Toyota Sequoia SR5,Toyota,2012,310,327
Rear-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2012 Toyota Sequoia SR5 5.7L,Toyota,2012,381,401
Four-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2012 Toyota Sequoia SR5 4WD,Toyota,2012,310,327
Four-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2012 Toyota Sequoia SR5 5.7L 4WD,Toyota,2012,381,401
Four-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2012 Toyota Sequoia SR5 FFV,Toyota,2012,381,401
Rear-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2012 Toyota Sequoia Limited,Toyota,2012,381,401
Four-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2012 Toyota Sequoia Limited 4WD,Toyota,2012,381,401
Four-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2012 Toyota Sequoia Limited FFV,Toyota,2012,381,401
Front-wheel drive,5 Speed Manual,Gasoline,Manual transmission,2012 Mazda Mazda3 4-Door i SV,Mazda,2012,148,135
Front-wheel drive,5 Speed Manual,Gasoline,Manual transmission,2012 Mazda Mazda3 4-Door i Sport,Mazda,2012,148,135
Front-wheel drive,5 Speed Automatic,Gasoline,Automatic transmission,2012 Mazda Mazda3 4-Door i Sport AT,Mazda,2012,148,135
Front-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2012 Mazda Mazda3 4-Door i Touring,Mazda,2012,155,148
Front-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2012 Mazda Mazda3 4-Door i Touring AT,Mazda,2012,155,148
Front-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2012 Mazda Mazda3 4-Door i Grand Touring,Mazda,2012,155,148
Front-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2012 Mazda Mazda3 4-Door s Grand Touring,Mazda,2012,167,168
Front-wheel drive,5 Speed Automatic,Gasoline,Automatic transmission,2012 Mazda Mazda3 4-Door s Grand Touring AT,Mazda,2012,167,168
Rear-wheel drive,5 Speed Automatic,Gasoline,Automatic transmission,2012 Dodge Charger R/T,Dodge,2012,370,395
All-wheel drive,5 Speed Automatic,Gasoline,Automatic transmission,2012 Dodge Charger R/T AWD,Dodge,2012,370,395
Front-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2012 Volkswagen Tiguan S,Volkswagen,2012,200,207
Front-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2012 Volkswagen Tiguan S AT,Volkswagen,2012,200,207
All-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2012 Volkswagen Tiguan S 4Motion,Volkswagen,2012,200,207
Front-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2012 Volkswagen Tiguan SE,Volkswagen,2012,200,207
All-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2012 Volkswagen Tiguan SE 4Motion,Volkswagen,2012,200,207
Front-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2012 Volkswagen Tiguan SEL,Volkswagen,2012,200,207
All-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2012 Volkswagen Tiguan SEL 4Motion,Volkswagen,2012,200,207
Rear-wheel drive,5 Speed Automatic,Gasoline,Automatic transmission,2012 Dodge Challenger SXT,Dodge,2012,305,268
Rear-wheel drive,5 Speed Automatic,Gasoline,Automatic transmission,2012 Dodge Challenger R/T,Dodge,2012,376,410
Rear-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2012 Dodge Challenger R/T AT,Dodge,2012,376,410
Rear-wheel drive,5 Speed Automatic,Gasoline,Automatic transmission,2012 Dodge Challenger SRT8 392,Dodge,2012,470,470
Rear-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2012 Dodge Challenger SRT8 392 AT,Dodge,2012,470,470
Front-wheel drive,4 Speed Automatic,Gasoline,Automatic transmission,2012 Dodge Avenger SE,Dodge,2012,173,166
Front-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2012 Dodge Avenger SXT,Dodge,2012,173,166
Front-wheel drive,6 Speed Automatic Select Shift,E85,Automatic transmission,2012 Dodge Avenger SXT Plus,Dodge,2012,283,260
Front-wheel drive,6 Speed Automatic Select Shift,E85,Automatic transmission,2012 Dodge Avenger R/T,Dodge,2012,283,260
Front-wheel drive,5 Speed Manual,Gasoline,Manual transmission,2012 Dodge Caliber SE,Dodge,2012,158,141
Front-wheel drive,5 Speed Manual,Gasoline,Manual transmission,2012 Dodge Caliber SXT Plus,Dodge,2012,158,141
Front-wheel drive,5 Speed Manual,Gasoline,Manual transmission,2012 Volkswagen Jetta S,Volkswagen,2012,115,125
Front-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2012 Volkswagen Jetta S AT,Volkswagen,2012,115,125
Front-wheel drive,5 Speed Manual,Gasoline,Manual transmission,2012 Volkswagen Jetta SE,Volkswagen,2012,170,177
Front-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2012 Volkswagen Jetta SE AT,Volkswagen,2012,170,177
Front-wheel drive,5 Speed Manual,Gasoline,Manual transmission,2012 Volkswagen Jetta SEL,Volkswagen,2012,170,177
Front-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2012 Volkswagen Jetta SEL AT,Volkswagen,2012,170,177
Front-wheel drive,6 Speed Manual,Diesel fuel,Manual transmission,2012 Volkswagen Jetta TDI,Volkswagen,2012,140,236
Front-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2012 Volkswagen Jetta GLI,Volkswagen,2012,200,207
Front-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2012 Volkswagen Jetta SEL AT,Volkswagen,2012,170,177
Front-wheel drive,5 Speed Manual,Gasoline,Manual transmission,2012 Volkswagen Jetta SportWagen S,Volkswagen,2012,170,177
Front-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2012 Volkswagen Jetta SportWagen S AT,Volkswagen,2012,170,177
Front-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2012 Volkswagen Jetta SportWagen SE,Volkswagen,2012,170,177
Front-wheel drive,6 Speed Manual,Diesel fuel,Manual transmission,2012 Volkswagen Jetta SportWagen TDI,Volkswagen,2012,140,236
Front-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2012 Volkswagen CC Sport,Volkswagen,2012,200,207
Front-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2012 Volkswagen CC R-Line,Volkswagen,2012,200,207
All-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2012 Volkswagen CC VR6 4Motion Executive,Volkswagen,2012,280,265
Front-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2012 Mazda Mazda3 5-Door i Touring,Mazda,2012,155,148
Front-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2012 Mazda Mazda3 5-Door i Touring AT,Mazda,2012,155,148
Front-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2012 Mazda Mazda3 5-Door i Grand Touring,Mazda,2012,155,148
Front-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2012 Mazda Mazda3 5-Door s Grand Touring,Mazda,2012,167,168
Front-wheel drive,5 Speed Automatic,Gasoline,Automatic transmission,2012 Mazda Mazda3 5-Door s Grand Touring AT,Mazda,2012,167,168
Front-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2012 Mazda Mazdaspeed3 Touring,Mazda,2012,263,280
Front-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2012 Dodge Grand Caravan American Value Package,Dodge,2012,283,260
Front-wheel drive,6 Speed Automatic Select Shift,E85,Automatic transmission,2012 Dodge Grand Caravan SE,Dodge,2012,283,260
Front-wheel drive,6 Speed Automatic Select Shift,E85,Automatic transmission,2012 Dodge Grand Caravan SXT,Dodge,2012,283,260
Front-wheel drive,6 Speed Automatic Select Shift,E85,Automatic transmission,2012 Dodge Grand Caravan Crew,Dodge,2012,283,260
Front-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2012 Dodge Grand Caravan R/T,Dodge,2012,283,260
Rear-wheel drive,5 Speed Manual,Gasoline,Manual transmission,2012 Mazda MX-5 Miata Sport,Mazda,2012,167,158
Rear-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2012 Mazda MX-5 Miata Sport AT,Mazda,2012,167,158
Rear-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2012 Mazda MX-5 Miata Touring,Mazda,2012,167,158
Rear-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2012 Mazda MX-5 Miata Touring AT,Mazda,2012,167,158
Rear-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2012 Mazda MX-5 Miata Grand Touring,Mazda,2012,167,158
Rear-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2012 Mazda MX-5 Miata Grand Touring AT,Mazda,2012,167,158
Front-wheel drive,4 Speed Automatic Select Shift,Gasoline,Automatic transmission,2012 Dodge Journey American Value Package,Dodge,2012,173,166
Front-wheel drive,4 Speed Automatic Select Shift,Gasoline,Automatic transmission,2012 Dodge Journey SE,Dodge,2012,173,166
Front-wheel drive,6 Speed Automatic Select Shift,E85,Automatic transmission,2012 Dodge Journey SXT,Dodge,2012,283,260
All-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2012 Dodge Journey SXT AWD,Dodge,2012,283,260
Front-wheel drive,6 Speed Automatic Select Shift,E85,Automatic transmission,2012 Dodge Journey Crew,Dodge,2012,283,260
All-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2012 Dodge Journey Crew AWD,Dodge,2012,283,260
Front-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2012 Dodge Journey R/T,Dodge,2012,283,260
All-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2012 Dodge Journey R/T AWD,Dodge,2012,283,260
Front-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2012 Mazda CX-9 Sport,Mazda,2012,273,270
All-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2012 Mazda CX-9 Sport AWD,Mazda,2012,273,270
Front-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2012 Mazda CX-9 Touring,Mazda,2012,273,270
All-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2012 Mazda CX-9 Touring AWD,Mazda,2012,273,270
Front-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2012 Mazda CX-9 Grand Touring,Mazda,2012,273,270
All-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2012 Mazda CX-9 Grand Touring AWD,Mazda,2012,273,270
Front-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2012 Kia Forte LX,Kia,2012,156,144
Front-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2012 Kia Forte LX AT,Kia,2012,156,144
Front-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2012 Kia Forte EX,Kia,2012,156,144
Front-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2012 Kia Forte SX,Kia,2012,173,168
Front-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2012 Kia Forte Koup EX,Kia,2012,156,144
Front-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2012 Kia Forte Koup EX AT,Kia,2012,156,144
Front-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2012 Kia Forte Koup SX,Kia,2012,173,168
Front-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2012 Kia Forte Koup SX AT,Kia,2012,173,168
Front-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2012 Kia Forte 5-Door EX,Kia,2012,156,144
Front-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2012 Kia Forte 5-Door SX,Kia,2012,173,168
Front-wheel drive,5 Speed Automatic,Gasoline,Automatic transmission,2012 Honda Civic DX Sedan AT,Honda,2012,140,128
Front-wheel drive,5 Speed Manual,Gasoline,Manual transmission,2012 Honda Civic DX Sedan,Honda,2012,140,128
Front-wheel drive,5 Speed Manual,Gasoline,Manual transmission,2012 Honda Civic LX Sedan,Honda,2012,140,128
Front-wheel drive,5 Speed Automatic,Gasoline,Automatic transmission,2012 Honda Civic LX Sedan AT,Honda,2012,140,128
Front-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2012 Kia Optima LX,Kia,2012,200,186
Front-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2012 Kia Optima LX AT,Kia,2012,200,186
Front-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2012 Kia Optima EX,Kia,2012,200,186
Front-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2012 Kia Optima EX Turbo,Kia,2012,274,269
Front-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2012 Kia Optima SX,Kia,2012,274,269
Front-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2012 Kia Rio 5-Door LX,Kia,2012,138,123
Front-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2012 Kia Rio 5-Door LX AT,Kia,2012,138,123
Front-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2012 Kia Rio 5-Door EX,Kia,2012,138,123
Front-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2012 Kia Rio 5-Door SX,Kia,2012,138,123
Front-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2012 Kia Soul,Kia,2012,138,123
Front-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2012 Kia Soul AT,Kia,2012,138,123
Front-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2012 Kia Soul +,Kia,2012,164,148
Front-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2012 Kia Soul + AT,Kia,2012,164,148
Front-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2012 Kia Soul !,Kia,2012,164,148
Front-wheel drive,5 Speed Manual,Gasoline,Manual transmission,2012 Volkswagen Passat 2.5L S,Volkswagen,2012,170,177
Front-wheel drive,5 Speed Manual,Gasoline,Manual transmission,2012 Volkswagen Passat 2.5L SE,Volkswagen,2012,170,177
Front-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2012 Volkswagen Passat 2.5L SE AT,Volkswagen,2012,170,177
Front-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2012 Volkswagen Passat 2.5L SEL,Volkswagen,2012,170,177
Front-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2012 Volkswagen Passat 2.5L SEL Premium,Volkswagen,2012,170,177
Front-wheel drive,6 Speed Manual,Diesel fuel,Manual transmission,2012 Volkswagen Passat TDI SE,Volkswagen,2012,140,236
Four-wheel drive,8 Speed Automatic Select Shift,Gasoline,Automatic transmission,2012 Volkswagen Touareg V6 Sport,Volkswagen,2012,280,265
Four-wheel drive,8 Speed Automatic Select Shift,Gasoline,Automatic transmission,2012 Volkswagen Touareg V6 Lux,Volkswagen,2012,280,265
Four-wheel drive,8 Speed Automatic Select Shift,Gasoline,Automatic transmission,2012 Volkswagen Touareg V6 Executive,Volkswagen,2012,280,265
Four-wheel drive,8 Speed Automatic Select Shift,Diesel fuel,Automatic transmission,2012 Volkswagen Touareg TDI Sport,Volkswagen,2012,225,406
Four-wheel drive,8 Speed Automatic Select Shift,Diesel fuel,Automatic transmission,2012 Volkswagen Touareg TDI Lux,Volkswagen,2012,225,406
Four-wheel drive,8 Speed Automatic Select Shift,Diesel fuel,Automatic transmission,2012 Volkswagen Touareg TDI Executive,Volkswagen,2012,225,406
Four-wheel drive,8 Speed Automatic Select Shift,Gasoline,Automatic transmission,2012 Volkswagen Touareg Hybrid,Volkswagen,2012,380,425
Front-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2012 GMC Acadia SL,GMC,2012,288,270
Front-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2012 GMC Acadia SLE,GMC,2012,288,270
Front-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2012 GMC Acadia SLT1,GMC,2012,288,270
Front-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2012 GMC Acadia SLT2,GMC,2012,288,270
All-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2012 GMC Acadia SL AWD,GMC,2012,288,270
All-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2012 GMC Acadia SLE AWD,GMC,2012,288,270
All-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2012 GMC Acadia SLT1 AWD,GMC,2012,288,270
All-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2012 GMC Acadia SLT2 AWD,GMC,2012,288,270
Front-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2012 GMC Acadia Denali,GMC,2012,288,270
All-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2012 GMC Acadia Denali AWD,GMC,2012,288,270
Front-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2012 GMC Terrain SLE-1,GMC,2012,182,172
All-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2012 GMC Terrain SLE-1 AWD,GMC,2012,182,172
Front-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2012 GMC Terrain SLE-2,GMC,2012,182,172
All-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2012 GMC Terrain SLE-2 AWD,GMC,2012,182,172
Front-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2012 GMC Terrain SLT-1,GMC,2012,182,172
All-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2012 GMC Terrain SLT-1 AWD,GMC,2012,182,172
Front-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2012 GMC Terrain SLT-2,GMC,2012,182,172
All-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2012 GMC Terrain SLT-2 AWD,GMC,2012,182,172
Front-wheel drive,6 Speed Automatic,E85,Automatic transmission,2012 GMC Terrain SLE-2 264 hp,GMC,2012,264,222
